500203005,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21.0,21.0,21,21,21,21,21.0,21,21,21,21,21,21,21.0,21,21,21,21.0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21.0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21.0,21,21,21,21,21,21,21
500203006,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0,16.0,16,16,16,16,16.0,16,16,16,16,16,16,16.0,16,16,16,16.0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0,16,16,16,16,16,16,16
500203007,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23.0,23.0,23,23,23,23,23.0,23,23,23,23,23,23,23.0,23,23,23,23.0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23.0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23.0,23,23,23,23,23,23,23
500203008,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24.0,24.0,24,24,24,24,24.0,24,24,24,24,24,24,24.0,24,24,24,24.0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24.0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24.0,24,24,24,24,24,24,24
500203009,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.0,33.0,33,33,33,33,33.0,33,33,33,33,33,33,33.0,33,33,33,33.0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.0,33,33,33,33,33,33,33
500203010,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49.0,49.0,49,49,49,49,49.0,49,49,49,49,49,49,49.0,49,49,49,49.0,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49.0,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49.0,49,49,49,49,49,49,49
500203011,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21.0,21.0,21,21,21,21,21.0,21,21,21,21,21,21,21.0,21,21,21,21.0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21.0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21.0,21,21,21,21,21,21,21
500203012,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39.0,39.0,39,39,39,39,39.0,39,39,39,39,39,39,39.0,39,39,39,39.0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39.0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39.0,39,39,39,39,39,39,39
500203013,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32.0,32.0,32,32,32,32,32.0,32,32,32,32,32,32,32.0,32,32,32,32.0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32.0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32.0,32,32,32,32,32,32,32
500203014,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.0,33.0,33,33,33,33,33.0,33,33,33,33,33,33,33.0,33,33,33,33.0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.0,33,33,33,33,33,33,33
500203015,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47.0,47.0,47,47,47,47,47.0,47,47,47,47,47,47,47.0,47,47,47,47.0,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47.0,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47.0,47,47,47,47,47,47,47
500203016,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.0,20.0,20,20,20,20,20.0,20,20,20,20,20,20,20.0,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.0,20,20,20,20,20,20,20
500203017,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28.0,28,28,28,28,28.0,28,28,28,28,28,28,28.0,28,28,28,28.0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28,28,28,28,28,28,28
500203018,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34.0,34.0,34,34,34,34,34.0,34,34,34,34,34,34,34.0,34,34,34,34.0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34.0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34.0,34,34,34,34,34,34,34
500203019,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0,12.0,12,12,12,12,12.0,12,12,12,12,12,12,12.0,12,12,12,12.0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0,12,12,12,12,12,12,12
500203020,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37.0,37.0,37,37,37,37,37.0,37,37,37,37,37,37,37.0,37,37,37,37.0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37.0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37.0,37,37,37,37,37,37,37
500203021,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38.0,38.0,38,38,38,38,38.0,38,38,38,38,38,38,38.0,38,38,38,38.0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38.0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38.0,38,38,38,38,38,38,38
500203022,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36.0,36.0,36,36,36,36,36.0,36,36,36,36,36,36,36.0,36,36,36,36.0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36.0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36.0,36,36,36,36,36,36,36
500203023,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28.0,28,28,28,28,28.0,28,28,28,28,28,28,28.0,28,28,28,28.0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28,28,28,28,28,28,28
500203024,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52.0,52.0,52,52,52,52,52.0,52,52,52,52,52,52,52.0,52,52,52,52.0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52.0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52.0,52,52,52,52,52,52,52
500203025,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26.0,26.0,26,26,26,26,26.0,26,26,26,26,26,26,26.0,26,26,26,26.0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26.0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26.0,26,26,26,26,26,26,26
500203026,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.0,33.0,33,33,33,33,33.0,33,33,33,33,33,33,33.0,33,33,33,33.0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.0,33,33,33,33,33,33,33
500203027,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32.0,32.0,32,32,32,32,32.0,32,32,32,32,32,32,32.0,32,32,32,32.0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32.0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32.0,32,32,32,32,32,32,32
500203028,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0,16.0,16,16,16,16,16.0,16,16,16,16,16,16,16.0,16,16,16,16.0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0,16,16,16,16,16,16,16
500203029,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19.0,19.0,19,19,19,19,19.0,19,19,19,19,19,19,19.0,19,19,19,19.0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19.0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19.0,19,19,19,19,19,19,19
500203030,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28.0,28,28,28,28,28.0,28,28,28,28,28,28,28.0,28,28,28,28.0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28,28,28,28,28,28,28
500203031,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28.0,28,28,28,28,28.0,28,28,28,28,28,28,28.0,28,28,28,28.0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28.0,28,28,28,28,28,28,28
500203032,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42.0,42.0,42,42,42,42,42.0,42,42,42,42,42,42,42.0,42,42,42,42.0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42.0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42.0,42,42,42,42,42,42,42
500203033,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0,16.0,16,16,16,16,16.0,16,16,16,16,16,16,16.0,16,16,16,16.0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0,16,16,16,16,16,16,16
500203034,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38.0,38.0,38,38,38,38,38.0,38,38,38,38,38,38,38.0,38,38,38,38.0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38.0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38.0,38,38,38,38,38,38,38
